timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,packets,duration_ms,flags
2026-03-02T18:58:34,10.0.2.253,10.0.0.5,36600,443,ICMP,765,27,1876,FIN
2026-03-03T05:20:25,10.0.1.181,10.0.0.5,52119,80,UDP,3741,81,3568,FIN
2026-03-10T14:29:14,10.0.0.8,10.0.0.5,6694,443,ICMP,43355,33,4798,SYN-ACK
2026-03-06T23:27:19,185.180.81.203,10.0.0.5,16183,5432,UDP,30098,142,3193,ACK
2026-03-03T03:15:09,10.0.2.207,10.0.0.5,28417,80,TCP,33352,436,757,SYN-ACK
2026-03-14T07:33:40,10.0.1.64,10.0.0.5,64059,443,TCP,18445,417,4803,RST
2026-03-01T00:04:08,10.0.2.253,10.0.0.5,40368,8080,ICMP,22076,474,2142,ACK
2026-03-12T23:09:31,10.0.3.230,10.0.0.5,37609,8080,ICMP,17557,236,1972,RST
2026-03-13T05:25:43,185.113.152.216,10.0.0.5,24402,443,UDP,17147,139,154,RST
2026-03-11T03:05:22,10.0.4.7,10.0.0.5,32709,8080,UDP,47134,455,2862,ACK
2026-03-08T16:39:52,10.0.2.17,10.0.0.5,40720,443,UDP,9106,16,2193,RST
2026-03-01T13:46:11,10.0.0.40,10.0.0.5,38687,443,UDP,42284,149,2061,ACK
2026-03-02T12:15:18,10.0.2.180,10.0.0.5,45604,443,UDP,4611,316,4041,SYN
2026-03-12T22:22:26,185.147.82.139,10.0.0.5,15998,443,ICMP,8136,100,166,SYN
2026-03-12T22:33:57,10.0.3.57,10.0.0.5,59756,8080,UDP,45882,72,3993,FIN
2026-03-14T04:31:48,10.0.1.234,10.0.0.5,12095,80,TCP,24882,330,4346,SYN-ACK
2026-03-09T14:08:02,10.0.3.151,10.0.0.5,31918,443,TCP,14899,446,2195,RST
2026-03-02T12:24:14,10.0.5.166,10.0.0.5,11208,8080,TCP,36839,38,4920,RST
2026-03-04T19:18:18,10.0.2.253,10.0.0.5,43754,80,UDP,32317,277,3469,ACK
2026-03-06T03:26:47,10.0.0.156,10.0.0.5,16451,8080,UDP,20281,161,4383,SYN-ACK
2026-03-08T14:56:21,10.0.2.148,10.0.0.5,52716,8080,ICMP,48807,219,3886,SYN
2026-03-10T18:24:01,185.158.1.245,10.0.0.5,27590,22,UDP,31061,418,1218,ACK
2026-03-04T11:08:01,185.164.91.130,10.0.0.5,50538,80,TCP,8228,466,2606,ACK
2026-03-01T16:27:47,10.0.5.150,10.0.0.5,11749,80,TCP,49633,1,3699,SYN-ACK
2026-03-09T14:12:26,10.0.5.29,10.0.0.5,46262,443,ICMP,7411,424,3381,RST
2026-03-08T00:53:20,185.180.81.203,10.0.0.5,1068,5432,ICMP,43334,316,3796,ACK
2026-03-06T16:42:07,10.0.1.42,10.0.0.5,38154,443,ICMP,40385,373,3303,ACK
2026-03-06T21:27:04,10.0.2.253,10.0.0.5,4373,8080,TCP,29839,422,4743,SYN-ACK
2026-03-10T03:32:03,10.0.2.253,10.0.0.5,3839,443,UDP,3964,268,444,FIN
2026-03-06T18:24:11,10.0.2.208,10.0.0.5,34315,8080,TCP,15870,273,1524,FIN
2026-03-11T12:16:23,10.0.1.181,10.0.0.5,11333,443,TCP,12088,318,4785,SYN-ACK
2026-03-14T15:57:32,10.0.5.159,10.0.0.5,4590,443,UDP,49100,476,4561,ACK
2026-03-01T01:26:51,185.147.82.139,10.0.0.5,24801,8080,ICMP,5392,247,3443,SYN
2026-03-04T02:15:51,10.0.2.253,10.0.0.5,5020,80,TCP,10470,463,4122,SYN-ACK
2026-03-06T03:41:59,10.0.0.156,10.0.0.5,26367,8080,ICMP,34047,212,1357,SYN-ACK
2026-03-06T16:34:11,10.0.5.167,10.0.0.5,30256,80,UDP,22571,275,2533,SYN-ACK
2026-03-01T14:48:08,10.0.3.102,10.0.0.5,12297,8080,UDP,7359,141,850,SYN-ACK
2026-03-11T08:07:40,10.0.3.230,10.0.0.5,61772,8080,UDP,38758,15,2111,ACK
2026-03-08T10:17:41,10.0.0.98,10.0.0.5,49772,443,TCP,34692,359,728,FIN
2026-03-12T21:10:11,10.0.4.225,10.0.0.5,56593,8080,UDP,10710,255,3130,RST
2026-03-09T23:13:22,10.0.1.130,10.0.0.5,52845,443,UDP,46641,50,1262,SYN-ACK
2026-03-08T01:35:49,10.0.5.44,10.0.0.5,34037,443,TCP,33235,409,3529,RST
2026-03-04T18:09:25,185.192.134.249,10.0.0.5,13448,80,UDP,10465,408,3156,ACK
2026-03-04T14:34:43,10.0.0.221,10.0.0.5,22852,80,ICMP,43410,465,2373,SYN-ACK
2026-03-05T18:01:15,10.0.5.159,10.0.0.5,49662,8080,ICMP,1947,276,4095,FIN
2026-03-01T03:33:48,10.0.4.187,10.0.0.5,5803,8080,ICMP,32865,140,1843,ACK
2026-03-09T05:33:24,10.0.4.7,10.0.0.5,38600,443,ICMP,49636,91,4662,FIN
2026-03-13T23:25:26,10.0.2.208,10.0.0.5,5179,8080,ICMP,48099,457,4290,ACK
2026-03-07T06:50:44,10.0.4.57,10.0.0.5,25881,443,TCP,30294,239,1189,RST
2026-03-10T11:31:17,10.0.2.63,10.0.0.5,51881,8080,ICMP,13972,424,1204,SYN-ACK
2026-03-06T17:16:44,10.0.0.195,10.0.0.5,54094,443,ICMP,6981,404,1788,SYN-ACK
2026-03-04T20:09:22,10.0.4.7,10.0.0.5,63777,80,ICMP,44811,338,4172,SYN-ACK
2026-03-06T07:58:44,185.192.58.175,10.0.0.5,42726,443,UDP,22147,196,1342,RST
2026-03-08T10:30:14,185.137.222.41,10.0.0.5,29111,8443,ICMP,18603,250,2445,RST
2026-03-08T03:53:43,10.0.1.131,10.0.0.5,38446,443,ICMP,13803,32,399,FIN
2026-03-13T17:14:00,10.0.5.214,10.0.0.5,49571,8080,ICMP,47501,403,3588,SYN
2026-03-06T04:16:36,10.0.5.167,10.0.0.5,35727,80,UDP,18300,469,4924,SYN-ACK
2026-03-05T03:55:16,10.0.2.254,10.0.0.5,60817,443,UDP,48102,19,4192,SYN
2026-03-09T23:43:15,10.0.3.57,10.0.0.5,3073,80,ICMP,6860,202,3627,SYN-ACK
2026-03-09T00:38:47,185.182.174.29,10.0.0.5,42545,3306,ICMP,12929,38,4287,SYN-ACK
2026-03-11T13:33:53,10.0.4.51,10.0.0.5,63298,8080,UDP,47756,217,1198,SYN-ACK
2026-03-13T19:46:14,10.0.2.17,10.0.0.5,52246,8080,TCP,14080,105,3557,RST
2026-03-04T19:24:17,10.0.2.148,10.0.0.5,58905,8080,ICMP,48918,160,3675,SYN-ACK
2026-03-04T15:56:33,10.0.5.166,10.0.0.5,50516,443,TCP,7448,333,4242,RST
2026-03-09T07:34:04,185.192.58.175,10.0.0.5,25317,3306,UDP,24008,495,1396,ACK
2026-03-09T20:02:22,10.0.1.246,10.0.0.5,47105,8080,TCP,36846,15,4804,SYN-ACK
2026-03-12T00:36:10,10.0.1.130,10.0.0.5,7360,443,TCP,20846,372,4343,SYN-ACK
2026-03-12T22:03:27,10.0.2.148,10.0.0.5,39174,80,TCP,30637,477,2191,SYN-ACK
2026-03-06T09:52:33,10.0.3.102,10.0.0.5,42217,8080,ICMP,8254,408,3225,ACK
2026-03-10T06:51:47,10.0.0.98,10.0.0.5,39208,80,TCP,38237,316,1253,SYN-ACK
2026-03-01T00:10:54,185.164.91.130,10.0.0.5,42694,22,ICMP,17337,43,1115,"SYN,SYN,SYN"
2026-03-03T04:58:47,10.0.1.42,10.0.0.5,19620,8080,ICMP,37743,288,1296,SYN-ACK
2026-03-03T10:07:06,10.0.2.180,10.0.0.5,55019,80,TCP,38907,136,1453,SYN-ACK
2026-03-10T21:02:26,10.0.3.230,10.0.0.5,43582,8080,TCP,37993,425,4114,FIN
2026-03-05T01:57:35,10.0.4.76,10.0.0.5,22726,80,ICMP,44227,312,1118,RST
2026-03-05T02:35:43,10.0.1.222,10.0.0.5,3932,8080,ICMP,37057,122,2271,RST
2026-03-13T17:35:18,185.187.216.153,10.0.0.5,27609,5432,ICMP,32455,29,4051,"SYN,SYN,SYN"
2026-03-04T12:28:07,10.0.3.24,10.0.0.5,32864,8080,UDP,42799,149,458,SYN
2026-03-05T06:18:45,10.0.0.8,10.0.0.5,5157,443,TCP,26089,10,3550,ACK
2026-03-09T08:01:26,10.0.5.118,10.0.0.5,48863,8080,ICMP,18315,473,34,SYN-ACK
2026-03-10T07:26:36,10.0.1.181,10.0.0.5,48338,80,TCP,4908,274,641,SYN-ACK
2026-03-07T04:01:37,185.180.81.203,10.0.0.5,60698,6379,ICMP,32156,14,4348,RST
2026-03-02T21:20:50,10.0.1.42,10.0.0.5,51950,80,ICMP,19366,185,1063,FIN
2026-03-11T12:50:53,185.168.136.197,10.0.0.5,57430,6379,TCP,44166,266,4039,SYN-ACK
2026-03-13T14:42:07,185.113.152.216,10.0.0.5,37822,22,ICMP,45928,108,4840,"SYN,SYN,SYN"
2026-03-05T17:04:40,10.0.5.59,10.0.0.5,32351,8080,ICMP,12262,308,4725,RST
2026-03-04T15:57:49,10.0.2.117,10.0.0.5,26259,80,UDP,15469,267,3388,SYN
2026-03-01T22:38:50,10.0.3.88,10.0.0.5,22338,80,UDP,49481,152,4238,SYN-ACK
2026-03-05T23:13:07,10.0.1.181,10.0.0.5,32444,80,TCP,45200,220,2366,SYN
2026-03-10T12:40:56,10.0.3.151,10.0.0.5,17619,8080,UDP,7551,1,2896,ACK
2026-03-03T09:51:12,10.0.2.17,10.0.0.5,58764,8080,UDP,32206,171,1168,SYN-ACK
2026-03-09T12:58:55,185.168.136.197,10.0.0.5,42208,6379,UDP,4284,269,1236,SYN-ACK
2026-03-05T01:42:35,10.0.1.64,10.0.0.5,1553,80,UDP,14434,98,3508,FIN
2026-03-05T13:27:58,10.0.0.98,10.0.0.5,6008,8080,TCP,11628,384,1414,ACK
2026-03-10T06:43:02,10.0.2.103,10.0.0.5,50385,80,ICMP,7781,421,854,SYN
2026-03-02T09:00:53,10.0.2.103,10.0.0.5,46092,80,UDP,38618,46,3762,SYN
2026-03-12T16:59:15,10.0.3.138,10.0.0.5,29142,8080,ICMP,29074,391,178,SYN-ACK
2026-03-13T18:15:48,10.0.2.57,10.0.0.5,31432,443,UDP,39636,247,3303,FIN
2026-03-09T19:21:13,10.0.2.117,10.0.0.5,62844,443,UDP,21147,358,1908,SYN-ACK
2026-03-09T23:50:47,10.0.1.234,10.0.0.5,23244,443,TCP,12716,198,1750,SYN-ACK
2026-03-09T06:53:02,10.0.2.27,10.0.0.5,14330,443,ICMP,17169,164,3752,SYN
2026-03-03T07:23:41,10.0.0.156,10.0.0.5,31910,80,ICMP,3674,451,1990,RST
2026-03-09T10:42:01,10.0.5.81,10.0.0.5,64279,80,TCP,41580,160,4673,SYN-ACK
2026-03-05T23:36:41,10.0.5.84,10.0.0.5,62548,8080,TCP,34860,83,824,SYN
2026-03-05T09:27:52,10.0.2.57,10.0.0.5,38471,80,UDP,7817,449,2450,FIN
2026-03-04T14:11:19,10.0.5.190,10.0.0.5,37235,80,TCP,44776,156,1618,SYN-ACK
2026-03-01T11:32:55,10.0.4.187,10.0.0.5,34367,80,TCP,32398,234,4448,SYN
2026-03-12T12:45:05,10.0.2.155,10.0.0.5,58344,8080,TCP,16879,497,2967,SYN
2026-03-13T04:20:03,10.0.4.7,10.0.0.5,36510,443,UDP,31512,489,3112,FIN
2026-03-03T03:00:50,10.0.3.138,10.0.0.5,58309,80,ICMP,23292,463,3287,SYN-ACK
2026-03-04T12:46:40,10.0.2.57,10.0.0.5,16742,80,ICMP,31814,33,324,FIN
2026-03-01T01:03:49,10.0.5.59,10.0.0.5,11702,8080,UDP,36337,111,4726,SYN
2026-03-13T15:29:47,185.176.239.136,10.0.0.5,4106,443,ICMP,39588,288,241,"SYN,SYN,SYN"
2026-03-12T05:40:21,185.132.5.175,10.0.0.5,49956,5432,ICMP,27171,217,179,FIN
2026-03-03T03:02:56,10.0.3.88,10.0.0.5,47291,443,TCP,22104,208,4119,FIN
2026-03-10T03:43:51,185.132.5.175,10.0.0.5,21229,8443,TCP,13545,341,46,FIN
2026-03-09T10:50:42,10.0.1.42,10.0.0.5,60989,80,ICMP,37192,193,111,SYN-ACK
2026-03-12T12:45:46,10.0.1.179,10.0.0.5,24735,8080,UDP,11984,39,2556,SYN-ACK
2026-03-12T01:43:50,10.0.1.172,10.0.0.5,62538,80,TCP,20686,312,29,SYN
2026-03-12T15:19:24,10.0.5.190,10.0.0.5,42513,8080,UDP,10551,262,2103,SYN
2026-03-12T23:52:03,10.0.0.195,10.0.0.5,56512,8080,TCP,22275,110,1164,ACK
2026-03-05T16:07:23,10.0.4.23,10.0.0.5,27525,443,ICMP,650,245,2831,SYN-ACK
2026-03-13T02:11:07,185.168.136.197,10.0.0.5,8230,8080,UDP,27252,363,3678,SYN
2026-03-07T18:26:40,10.0.0.221,10.0.0.5,7454,8080,TCP,8834,416,2392,SYN-ACK
2026-03-11T08:26:33,10.0.4.187,10.0.0.5,34268,443,TCP,30560,297,4681,ACK
2026-03-13T03:45:36,10.0.1.222,10.0.0.5,23563,443,ICMP,18838,461,4257,FIN
2026-03-04T16:18:35,10.0.0.187,10.0.0.5,21382,80,TCP,44947,430,520,SYN-ACK
2026-03-07T19:01:48,10.0.4.68,10.0.0.5,53795,443,UDP,37813,185,4304,FIN
2026-03-11T16:22:08,185.176.239.136,10.0.0.5,35615,8443,TCP,6422,147,539,"SYN,SYN,SYN"
2026-03-03T10:44:16,185.187.216.153,10.0.0.5,4499,5432,UDP,13643,167,263,"SYN,SYN,SYN"
2026-03-13T06:05:11,10.0.3.98,10.0.0.5,37861,8080,UDP,34072,369,3558,RST
2026-03-09T11:05:40,10.0.2.42,10.0.0.5,23093,443,UDP,1400,481,2574,RST
2026-03-06T16:17:59,10.0.0.92,10.0.0.5,39613,80,TCP,27396,234,3422,SYN
2026-03-11T19:52:16,10.0.0.250,10.0.0.5,64872,443,ICMP,49322,91,2507,SYN
2026-03-05T15:45:14,10.0.5.144,10.0.0.5,63869,8080,ICMP,41978,112,2452,FIN
2026-03-03T11:48:38,10.0.5.84,10.0.0.5,45343,80,TCP,36268,104,727,SYN-ACK
2026-03-01T09:34:02,10.0.0.40,10.0.0.5,61068,443,UDP,4227,472,2160,ACK
2026-03-04T04:23:36,10.0.3.138,10.0.0.5,44732,80,UDP,6917,314,2267,SYN
2026-03-02T21:45:24,10.0.3.21,10.0.0.5,14096,443,UDP,33807,488,1721,ACK
2026-03-08T21:19:11,10.0.2.17,10.0.0.5,57617,80,ICMP,46244,216,1270,SYN-ACK
2026-03-07T09:06:24,10.0.3.21,10.0.0.5,61840,8080,TCP,26328,359,2821,SYN-ACK
2026-03-06T05:49:05,10.0.1.131,10.0.0.5,45148,80,ICMP,10374,306,3281,ACK
2026-03-03T05:14:56,10.0.2.27,10.0.0.5,15819,80,ICMP,15080,198,1313,SYN
2026-03-11T01:45:47,10.0.5.150,10.0.0.5,35327,443,UDP,20918,336,3234,SYN-ACK
2026-03-14T19:15:52,10.0.0.187,10.0.0.5,14541,8080,ICMP,18877,262,1261,FIN
2026-03-07T05:58:51,10.0.1.246,10.0.0.5,58523,443,TCP,1716,174,3942,SYN-ACK
2026-03-09T17:09:47,10.0.2.17,10.0.0.5,22296,8080,TCP,30303,15,3806,RST
2026-03-09T04:15:00,185.192.58.175,10.0.0.5,46038,443,UDP,3147,351,4699,RST
2026-03-05T02:36:48,10.0.0.250,10.0.0.5,1820,8080,UDP,31726,100,3005,RST
2026-03-07T12:22:34,10.0.2.103,10.0.0.5,55278,443,ICMP,23651,240,3324,SYN
2026-03-03T17:20:40,10.0.1.42,10.0.0.5,56723,8080,UDP,36478,91,3334,ACK
2026-03-02T18:09:05,10.0.2.91,10.0.0.5,39966,8080,TCP,22894,31,4743,SYN-ACK
2026-03-06T07:59:59,10.0.5.167,10.0.0.5,61049,80,UDP,29356,457,3789,FIN
2026-03-11T09:59:03,10.0.5.59,10.0.0.5,55431,443,UDP,43954,328,1439,FIN
2026-03-12T08:43:34,10.0.2.208,10.0.0.5,13264,8080,TCP,16890,139,2556,SYN-ACK
2026-03-05T22:58:43,10.0.0.219,10.0.0.5,23146,443,ICMP,41605,46,3199,SYN-ACK
2026-03-09T15:02:35,10.0.5.167,10.0.0.5,39095,80,ICMP,13641,68,4395,RST
2026-03-14T16:23:19,10.0.4.51,10.0.0.5,39525,443,UDP,45262,91,4953,SYN-ACK
2026-03-07T16:52:11,10.0.2.57,10.0.0.5,62731,443,TCP,47432,147,1021,FIN
2026-03-11T05:04:58,10.0.5.59,10.0.0.5,22856,80,TCP,29428,21,248,SYN
2026-03-11T03:09:47,10.0.0.156,10.0.0.5,11333,8080,UDP,33676,176,2837,SYN
2026-03-13T09:10:34,10.0.0.219,10.0.0.5,53277,80,TCP,7406,466,3524,FIN
2026-03-05T01:28:39,10.0.3.151,10.0.0.5,62082,80,UDP,28447,175,2373,RST
2026-03-12T08:11:20,10.0.2.148,10.0.0.5,27480,8080,UDP,35559,44,2896,RST
2026-03-10T09:15:28,10.0.4.68,10.0.0.5,41331,443,TCP,29809,11,3037,FIN
2026-03-05T03:15:34,10.0.2.253,10.0.0.5,3442,443,UDP,49796,460,2983,RST
2026-03-13T04:18:11,10.0.3.151,10.0.0.5,31539,443,ICMP,38687,6,3305,FIN
2026-03-05T03:02:33,10.0.3.230,10.0.0.5,22681,8080,ICMP,9581,427,707,ACK
2026-03-06T00:08:47,185.164.91.130,10.0.0.5,26326,8080,ICMP,14722,156,767,FIN
2026-03-07T15:28:46,10.0.0.195,10.0.0.5,38552,443,UDP,37993,353,1380,ACK
2026-03-03T12:08:41,10.0.1.42,10.0.0.5,12977,8080,UDP,36452,215,1452,RST
2026-03-03T05:38:22,10.0.2.117,10.0.0.5,65141,8080,TCP,18987,254,2481,ACK
2026-03-12T04:11:37,10.0.4.76,10.0.0.5,11501,443,UDP,23124,37,1671,SYN
2026-03-01T18:48:28,185.181.101.40,10.0.0.5,56665,22,ICMP,7373,29,119,FIN
2026-03-03T18:11:40,10.0.1.130,10.0.0.5,5761,80,TCP,12964,179,3412,FIN
2026-03-12T03:13:14,10.0.0.8,10.0.0.5,48022,80,TCP,14782,339,1088,SYN
2026-03-07T07:00:56,10.0.4.57,10.0.0.5,16092,80,ICMP,25337,454,3078,SYN-ACK
2026-03-06T16:07:11,10.0.1.42,10.0.0.5,2210,80,UDP,9519,188,3111,SYN-ACK
2026-03-04T02:01:35,10.0.3.230,10.0.0.5,22852,443,TCP,22201,461,1940,SYN-ACK
2026-03-12T19:05:19,185.180.81.203,10.0.0.5,43848,8080,TCP,23116,293,870,FIN
2026-03-14T14:13:50,10.0.5.140,10.0.0.5,60752,8080,TCP,35073,180,3042,SYN-ACK
2026-03-02T09:54:52,10.0.5.59,10.0.0.5,28153,80,TCP,49292,323,4127,RST
2026-03-13T18:45:20,185.132.5.175,10.0.0.5,52963,22,UDP,9924,191,876,ACK
2026-03-12T20:00:37,10.0.2.155,10.0.0.5,38601,443,UDP,20556,118,2689,SYN-ACK
2026-03-12T02:18:55,10.0.2.117,10.0.0.5,25440,80,TCP,42773,480,2794,FIN
2026-03-01T07:28:36,10.0.5.59,10.0.0.5,45900,443,ICMP,219,249,710,SYN
2026-03-12T06:00:17,10.0.2.155,10.0.0.5,29410,80,ICMP,24856,52,4529,SYN-ACK
2026-03-02T13:46:57,10.0.5.214,10.0.0.5,61024,8080,UDP,31396,75,4490,ACK
2026-03-03T04:10:39,10.0.1.222,10.0.0.5,24775,8080,UDP,44423,108,164,SYN
2026-03-02T18:01:04,10.0.2.155,10.0.0.5,13426,443,UDP,25834,418,230,SYN
2026-03-09T04:59:07,10.0.2.253,10.0.0.5,62585,443,UDP,5094,210,255,RST
2026-03-02T15:57:48,185.164.91.130,10.0.0.5,40987,5432,ICMP,13738,497,4290,SYN-ACK
2026-03-05T16:11:10,10.0.5.144,10.0.0.5,63711,443,TCP,22995,311,2848,ACK
2026-03-07T05:36:49,10.0.1.234,10.0.0.5,36155,443,UDP,43127,226,401,SYN
2026-03-12T21:09:16,10.0.5.144,10.0.0.5,7084,80,TCP,37962,14,4921,SYN
2026-03-08T10:20:36,10.0.4.225,10.0.0.5,60201,80,UDP,4800,424,3674,RST
2026-03-11T19:39:36,10.0.1.246,10.0.0.5,7410,8080,UDP,18901,249,3942,RST
2026-03-06T18:01:45,10.0.0.187,10.0.0.5,30043,443,UDP,5811,57,4095,RST
2026-03-11T03:32:09,185.164.91.130,10.0.0.5,29232,8443,UDP,31186,354,863,ACK
2026-03-12T10:28:04,185.113.152.216,10.0.0.5,8880,8443,ICMP,9341,24,993,FIN
2026-03-13T22:43:38,10.0.1.168,10.0.0.5,32839,80,UDP,35954,251,2679,ACK
2026-03-08T15:10:03,10.0.5.166,10.0.0.5,59216,80,ICMP,37009,25,1294,SYN-ACK
2026-03-13T00:11:42,10.0.3.21,10.0.0.5,47234,443,UDP,30982,492,2477,RST
2026-03-13T21:11:14,10.0.1.64,10.0.0.5,24011,8080,TCP,12333,486,3141,SYN-ACK
2026-03-11T05:16:51,10.0.3.88,10.0.0.5,15038,80,UDP,40537,202,1662,SYN
2026-03-03T08:21:34,10.0.0.92,10.0.0.5,65340,443,UDP,22765,408,3454,SYN-ACK
2026-03-10T05:40:56,10.0.4.76,10.0.0.5,47318,443,ICMP,44216,475,2177,ACK
2026-03-02T05:00:30,10.0.2.155,10.0.0.5,28401,80,UDP,2682,87,3153,SYN
2026-03-05T21:43:05,10.0.4.225,10.0.0.5,5493,443,TCP,14721,165,1494,SYN-ACK
2026-03-06T05:06:14,185.180.81.203,10.0.0.5,46952,8443,TCP,38793,240,6,SYN
2026-03-01T18:53:29,10.0.0.250,10.0.0.5,38211,8080,UDP,35960,12,1952,FIN
2026-03-05T18:18:21,10.0.5.29,10.0.0.5,36844,80,TCP,7596,311,3479,SYN-ACK
2026-03-04T18:33:46,10.0.0.190,10.0.0.5,56001,8080,ICMP,36324,44,4755,ACK
2026-03-14T10:39:08,10.0.3.102,10.0.0.5,52803,443,UDP,49757,199,3309,FIN
2026-03-08T07:10:38,10.0.2.117,10.0.0.5,15107,80,UDP,49186,311,4592,ACK
2026-03-13T23:30:59,10.0.0.59,10.0.0.5,15516,8080,TCP,13659,235,3650,FIN
2026-03-14T08:05:14,10.0.2.40,10.0.0.5,27625,8080,ICMP,36161,386,3294,SYN-ACK
2026-03-03T22:47:19,10.0.1.181,10.0.0.5,8735,443,ICMP,4230,11,3188,SYN-ACK
2026-03-09T07:06:09,185.181.101.40,10.0.0.5,23932,443,ICMP,30062,87,3248,RST
2026-03-11T06:05:18,10.0.2.103,10.0.0.5,22746,443,UDP,21083,345,4135,RST
2026-03-14T16:48:33,10.0.5.29,10.0.0.5,52404,80,ICMP,42805,106,2844,FIN
2026-03-05T21:18:24,10.0.4.76,10.0.0.5,15290,8080,UDP,40943,375,3057,SYN-ACK
2026-03-06T14:19:41,10.0.2.57,10.0.0.5,40768,8080,UDP,48230,48,3662,ACK
2026-03-09T23:07:53,185.176.239.136,10.0.0.5,57369,3306,UDP,32274,356,675,FIN
2026-03-12T03:21:34,185.168.136.197,10.0.0.5,64897,8080,ICMP,6396,201,2309,FIN
2026-03-05T09:12:40,10.0.4.109,10.0.0.5,42238,443,UDP,7350,182,4974,RST
2026-03-13T04:26:34,10.0.5.27,10.0.0.5,54768,8080,TCP,32318,188,1202,SYN-ACK
2026-03-02T09:30:58,10.0.0.40,10.0.0.5,64416,80,TCP,6212,13,1193,FIN
2026-03-07T02:46:10,10.0.5.167,10.0.0.5,40496,443,ICMP,24177,496,4367,SYN-ACK
2026-03-09T10:47:05,10.0.0.195,10.0.0.5,11535,80,ICMP,37127,35,931,SYN-ACK
2026-03-13T23:18:36,10.0.4.23,10.0.0.5,53918,80,TCP,23648,76,258,FIN
2026-03-07T11:32:24,10.0.0.12,10.0.0.5,18817,443,ICMP,42559,64,4129,FIN
2026-03-13T19:11:20,10.0.3.151,10.0.0.5,27074,443,TCP,29201,363,4766,RST
2026-03-12T04:35:50,10.0.0.250,10.0.0.5,37266,8080,TCP,23313,87,4519,ACK
2026-03-01T03:24:31,10.0.1.42,10.0.0.5,26928,443,ICMP,24882,162,929,RST
2026-03-01T11:13:05,10.0.5.59,10.0.0.5,64708,443,TCP,14412,440,1354,SYN-ACK
2026-03-13T13:41:08,10.0.5.84,10.0.0.5,28712,443,ICMP,15378,302,4227,SYN
2026-03-10T13:11:10,10.0.0.8,10.0.0.5,10694,80,UDP,21572,39,3729,SYN
2026-03-14T19:51:48,10.0.3.57,10.0.0.5,38826,443,ICMP,14309,34,3181,ACK
2026-03-05T16:49:04,10.0.1.64,10.0.0.5,35817,80,UDP,1631,241,4926,SYN
2026-03-01T17:44:59,10.0.4.103,10.0.0.5,17912,8080,ICMP,4555,168,4049,SYN-ACK
2026-03-04T11:57:58,10.0.0.40,10.0.0.5,59730,443,ICMP,12780,487,4567,SYN
2026-03-01T06:06:04,10.0.3.57,10.0.0.5,11721,80,UDP,5833,268,2608,RST
2026-03-04T22:08:42,10.0.3.138,10.0.0.5,40507,443,TCP,36236,416,3000,RST
